group,psc_desc,psc,Level1,Level_1_Category,Level_2,Level_2_Category
AF,R&D- EDUCATION: EDUCATIONAL OPERATIONAL SYSTEMS DEVELOPMENT,AF15,17,Research and Development,17.2,Operational Systems Development
AF,R&D- EDUCATION: EDUCATIONAL MANAGEMENT/SUPPORT,AF16,2,Professional Services,2.3,Management Advisory Services
AF,R&D- EDUCATION: EDUCATIONAL COMMERCIALIZED,AF17,17,Research and Development,17.4,Commericalization
AG,R&D- ENERGY: COAL BASIC RESEARCH,AG11,17,Research and Development,17.3,Technology Base
AG,R&D- ENERGY: COAL APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AG12,17,Research and Development,17.3,Technology Base
AG,R&D- ENERGY: COAL ADVANCED DEVELOPMENT,AG13,17,Research and Development,17.1,Systems Development
AG,R&D- ENERGY: COAL ENGINEERING DEVELOPMENT,AG14,17,Research and Development,17.1,Systems Development
AG,R&D- ENERGY: COAL OPERATIONAL SYSTEMS DEVELOPMENT,AG15,17,Research and Development,17.2,Operational Systems Development
AG,R&D- ENERGY: COAL MANAGEMENT/SUPPORT,AG16,2,Professional Services,2.3,Management Advisory Services
AG,R&D- ENERGY: COAL COMMERCIALIZED,AG17,17,Research and Development,17.4,Commericalization
AG,R&D- ENERGY: GAS BASIC RESEARCH,AG21,17,Research and Development,17.3,Technology Base
AG,R&D- ENERGY: GAS APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AG22,17,Research and Development,17.3,Technology Base
AG,R&D- ENERGY: GAS ADVANCED DEVELOPMENT,AG23,17,Research and Development,17.1,Systems Development
AG,R&D- ENERGY: GAS ENGINEERING DEVELOPMENT,AG24,17,Research and Development,17.1,Systems Development
AG,R&D- ENERGY: GAS OPERATIONAL SYSTEMS DEVELOPMENT,AG25,17,Research and Development,17.2,Operational Systems Development
AG,R&D- ENERGY: GAS MANAGEMENT/SUPPORT,AG26,2,Professional Services,2.3,Management Advisory Services
AG,R&D- ENERGY: GAS COMMERCIALIZED,AG27,17,Research and Development,17.4,Commericalization
AG,R&D- ENERGY: GEOTHERMAL BASIC RESEARCH,AG31,17,Research and Development,17.3,Technology Base
AG,R&D- ENERGY: GEOTHERMAL APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AG32,17,Research and Development,17.3,Technology Base
AG,R&D- ENERGY: GEOTHERMAL ADVANCED DEVELOPMENT,AG33,17,Research and Development,17.1,Systems Development
AG,R&D- ENERGY: GEOTHERMAL ENGINEERING DEVELOPMENT,AG34,17,Research and Development,17.1,Systems Development
AG,R&D- ENERGY: GEOTHERMAL OPERATIONAL SYSTEMS DEVELOPMENT,AG35,17,Research and Development,17.2,Operational Systems Development
AG,R&D- ENERGY: GEOTHERMAL MANAGEMENT/SUPPORT,AG36,2,Professional Services,2.3,Management Advisory Services
AG,R&D- ENERGY: GEOTHERMAL COMMERCIALIZED,AG37,17,Research and Development,17.4,Commericalization
AG,R&D- ENERGY: WIND BASIC RESEARCH,AG41,17,Research and Development,17.3,Technology Base
AG,R&D- ENERGY: WIND APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AG42,17,Research and Development,17.3,Technology Base
AG,R&D- ENERGY: WIND ADVANCED DEVELOPMENT,AG43,17,Research and Development,17.1,Systems Development
AG,R&D- ENERGY: WIND ENGINEERING DEVELOPMENT,AG44,17,Research and Development,17.1,Systems Development
AG,R&D- ENERGY: WIND OPERATIONAL SYSTEMS DEVELOPMENT,AG45,17,Research and Development,17.2,Operational Systems Development
AG,R&D- ENERGY: WIND MANAGEMENT/SUPPORT,AG46,2,Professional Services,2.3,Management Advisory Services
AG,R&D- ENERGY: WIND COMMERCIALIZED,AG47,17,Research and Development,17.4,Commericalization
AG,R&D- ENERGY: NUCLEAR BASIC RESEARCH,AG51,17,Research and Development,17.3,Technology Base
AG,R&D- ENERGY: NUCLEAR APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AG52,17,Research and Development,17.3,Technology Base
AG,R&D- ENERGY: NUCLEAR ADVANCED DEVELOPMENT,AG53,17,Research and Development,17.1,Systems Development
AG,R&D- ENERGY: NUCLEAR ENGINEERING DEVELOPMENT,AG54,17,Research and Development,17.1,Systems Development
AG,R&D- ENERGY: NUCLEAR OPERATIONAL SYSTEMS DEVELOPMENT,AG55,17,Research and Development,17.2,Operational Systems Development
AG,R&D- ENERGY: NUCLEAR MANAGEMENT/SUPPORT,AG56,2,Professional Services,2.3,Management Advisory Services
AG,R&D- ENERGY: NUCLEAR COMMERCIALIZED,AG57,17,Research and Development,17.4,Commericalization
AG,R&D- ENERGY: PETROLEUM BASIC RESEARCH,AG61,17,Research and Development,17.3,Technology Base
AG,R&D- ENERGY: PETROLEUM APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AG62,17,Research and Development,17.3,Technology Base
AG,R&D- ENERGY: PETROLEUM ADVANCED DEVELOPMENT,AG63,17,Research and Development,17.1,Systems Development
AG,R&D- ENERGY: PETROLEUM ENGINEERING DEVELOPMENT,AG64,17,Research and Development,17.1,Systems Development
AG,R&D- ENERGY: PETROLEUM OPERATIONAL SYSTEMS DEVELOPMENT,AG65,17,Research and Development,17.2,Operational Systems Development
AG,R&D- ENERGY: PETROLEUM MANAGEMENT/SUPPORT,AG66,2,Professional Services,2.3,Management Advisory Services
AG,R&D- ENERGY: PETROLEUM COMMERCIALIZED,AG67,17,Research and Development,17.4,Commericalization
AG,R&D- ENERGY: SOLAR/PHOTOVOLTAIC BASIC RESEARCH,AG71,17,Research and Development,17.3,Technology Base
AG,R&D- ENERGY: SOLAR/PHOTOVOLTAIC APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AG72,17,Research and Development,17.3,Technology Base
AG,R&D- ENERGY: SOLAR/PHOTOVOLTAIC ADVANCED DEVELOPMENT,AG73,17,Research and Development,17.1,Systems Development
AG,R&D- ENERGY: SOLAR/PHOTOVOLTAIC ENGINEERING DEVELOPMENT,AG74,17,Research and Development,17.1,Systems Development
AG,R&D- ENERGY: SOLAR/PHOTOVOLTAIC OPERATIONAL SYSTEMS DEVELOPMENT,AG75,17,Research and Development,17.2,Operational Systems Development
AG,R&D- ENERGY: SOLAR/PHOTOVOLTAIC MANAGEMENT/SUPPORT,AG76,2,Professional Services,2.3,Management Advisory Services
AG,R&D- ENERGY: SOLAR/PHOTOVOLTAIC COMMERCIALIZED,AG77,17,Research and Development,17.4,Commericalization
AG,R&D- ENERGY: CONSERVATION BASIC RESEARCH,AG81,17,Research and Development,17.3,Technology Base
AG,R&D- ENERGY: CONSERVATION APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AG82,17,Research and Development,17.3,Technology Base
AG,R&D- ENERGY: CONSERVATION ADVANCED DEVELOPMENT,AG83,17,Research and Development,17.1,Systems Development
AG,R&D- ENERGY: CONSERVATION ENGINEERING DEVELOPMENT,AG84,17,Research and Development,17.1,Systems Development
AG,R&D- ENERGY: CONSERVATION OPERATIONAL SYSTEMS DEVELOPMENT,AG85,17,Research and Development,17.2,Operational Systems Development
AG,R&D- ENERGY: CONSERVATION MANAGEMENT/SUPPORT,AG86,2,Professional Services,2.3,Management Advisory Services
AG,R&D- ENERGY: CONSERVATION COMMERCIALIZED,AG87,17,Research and Development,17.4,Commericalization
AG,R&D- ENERGY: OTHER BASIC RESEARCH,AG91,17,Research and Development,17.3,Technology Base
AG,R&D- ENERGY: OTHER APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AG92,17,Research and Development,17.3,Technology Base
AG,R&D- ENERGY: OTHER ADVANCED DEVELOPMENT,AG93,17,Research and Development,17.1,Systems Development
AG,R&D- ENERGY: OTHER ENGINEERING DEVELOPMENT,AG94,17,Research and Development,17.1,Systems Development
AG,R&D- ENERGY: OTHER OPERATIONAL SYSTEMS DEVELOPMENT,AG95,17,Research and Development,17.2,Operational Systems Development
AG,R&D- ENERGY: OTHER MANAGEMENT/SUPPORT,AG96,2,Professional Services,2.3,Management Advisory Services
AG,R&D- ENERGY: OTHER COMMERCIALIZED,AG97,17,Research and Development,17.4,Commericalization
AH,R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT BASIC RESEARCH,AH11,17,Research and Development,17.3,Technology Base
AH,R&D- ENVIRON PROTECTION: POLLUTION CONTROL/ABATEMENT APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AH12,17,Research and Development,17.3,Technology Base
AH,R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT ADVANCED DEVELOPMENT,AH13,17,Research and Development,17.1,Systems Development
AH,R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT ENGINEERING DEVELOPMENT,AH14,17,Research and Development,17.1,Systems Development
AH,R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT OPERATIONAL SYSTEMS DEVELOPMENT,AH15,17,Research and Development,17.2,Operational Systems Development
AH,R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT MANAGEMENT/SUPPORT,AH16,2,Professional Services,2.3,Management Advisory Services
AH,R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT COMMERCIALIZED,AH17,17,Research and Development,17.4,Commericalization
AH,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION BASIC RESEARCH,AH21,17,Research and Development,17.3,Technology Base
AH,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AH22,17,Research and Development,17.3,Technology Base
AH,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION ADVANCED DEVELOPMENT,AH23,17,Research and Development,17.1,Systems Development
AH,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION ENGINEERING DEVELOPMENT,AH24,17,Research and Development,17.1,Systems Development
AH,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION OPERATIONAL SYSTEMS DEVELOPMENT,AH25,17,Research and Development,17.2,Operational Systems Development
AH,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION MANAGEMENT/SUPPORT,AH26,2,Professional Services,2.3,Management Advisory Services
AH,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION COMMERCIALIZED,AH27,17,Research and Development,17.4,Commericalization
AH,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION BASIC RESEARCH,AH31,17,Research and Development,17.3,Technology Base
AH,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AH32,17,Research and Development,17.3,Technology Base
AH,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION ADVANCED DEVELOPMENT,AH33,17,Research and Development,17.1,Systems Development
AH,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION ENGINEERING DEVELOPMENT,AH34,17,Research and Development,17.1,Systems Development
AH,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION OPERATIONAL SYSTEMS DEVELOPMENT,AH35,17,Research and Development,17.2,Operational Systems Development
AH,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION MANAGEMENT/SUPPORT,AH36,2,Professional Services,2.3,Management Advisory Services
AH,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION COMMERCIALIZED,AH37,17,Research and Development,17.4,Commericalization
AH,R&D- ENVIRONMENTAL PROTECTION: NOISE POLLUTION BASIC RESEARCH,AH41,17,Research and Development,17.3,Technology Base
AH,R&D- ENVIRONMENTAL PROTECTION: NOISE POLLUTION APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AH42,17,Research and Development,17.3,Technology Base
AH,R&D- ENVIRONMENTAL PROTECTION: NOISE POLLUTION ADVANCED DEVELOPMENT,AH43,17,Research and Development,17.1,Systems Development
AH,R&D- ENVIRONMENTAL PROTECTION: NOISE POLLUTION ENGINEERING DEVELOPMENT,AH44,17,Research and Development,17.1,Systems Development
AH,R&D- ENVIRONMENTAL PROTECTION: NOISE POLLUTION OPERATIONAL SYSTEMS DEVELOPMENT,AH45,17,Research and Development,17.2,Operational Systems Development
AH,R&D- ENVIRONMENTAL PROTECTION: NOISE POLLUTION MANAGEMENT/SUPPORT,AH46,2,Professional Services,2.3,Management Advisory Services
AH,R&D- ENVIRONMENTAL PROTECTION: NOISE POLLUTION COMMERCIALIZED,AH47,17,Research and Development,17.4,Commericalization
AH,R&D- ENVIRONMENTAL PROTECTION: OTHER BASIC RESEARCH,AH91,17,Research and Development,17.3,Technology Base
AH,R&D- ENVIRONMENTAL PROTECTION: OTHER APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AH92,17,Research and Development,17.3,Technology Base
AH,R&D- ENVIRONMENTAL PROTECTION: OTHER ADVANCED DEVELOPMENT,AH93,17,Research and Development,17.1,Systems Development
AH,R&D- ENVIRONMENTAL PROTECTION: OTHER ENGINEERING DEVELOPMENT,AH94,17,Research and Development,17.1,Systems Development
AH,R&D- ENVIRONMENTAL PROTECTION: OTHER OPERATIONAL SYSTEMS DEVELOPMENT,AH95,17,Research and Development,17.2,Operational Systems Development
AH,R&D- ENVIRONMENTAL PROTECTION: OTHER MANAGEMENT/SUPPORT,AH96,2,Professional Services,2.3,Management Advisory Services
AH,R&D- ENVIRONMENTAL PROTECTION: OTHER COMMERCIALIZED,AH97,17,Research and Development,17.4,Commericalization
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES BASIC RESEARCH,AJ11,17,Research and Development,17.3,Technology Base
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AJ12,17,Research and Development,17.3,Technology Base
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES ADVANCED DEVELOPMENT,AJ13,17,Research and Development,17.1,Systems Development
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES ENGINEERING DEVELOPMENT,AJ14,17,Research and Development,17.1,Systems Development
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES OPERATIONAL SYSTEMS DEVELOPMENT,AJ15,17,Research and Development,17.2,Operational Systems Development
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES MANAGEMENT/SUPPORT,AJ16,2,Professional Services,2.3,Management Advisory Services
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES COMMERCIALIZED,AJ17,17,Research and Development,17.4,Commericalization
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES BASIC RESEARCH,AJ21,17,Research and Development,17.3,Technology Base
AJ,R&D- GENERAL SCI/TECH: MATHEMATICAL/COMPUTER SCIENCES APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AJ22,17,Research and Development,17.3,Technology Base
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES ADVANCED DEVELOPMENT,AJ23,17,Research and Development,17.1,Systems Development
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES ENGINEERING DEVELOPMENT,AJ24,17,Research and Development,17.1,Systems Development
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES OPERATIONAL SYSTEMS DEVELOPMENT,AJ25,17,Research and Development,17.2,Operational Systems Development
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES MANAGEMENT/SUPPORT,AJ26,2,Professional Services,2.3,Management Advisory Services
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES COMMERCIALIZED,AJ27,17,Research and Development,17.4,Commericalization
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES BASIC RESEARCH,AJ31,17,Research and Development,17.3,Technology Base
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AJ32,17,Research and Development,17.3,Technology Base
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES ADVANCED DEVELOPMENT,AJ33,17,Research and Development,17.1,Systems Development
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES ENGINEERING DEVELOPMENT,AJ34,17,Research and Development,17.1,Systems Development
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES OPERATIONAL SYSTEMS DEVELOPMENT,AJ35,17,Research and Development,17.2,Operational Systems Development
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES MANAGEMENT/SUPPORT,AJ36,2,Professional Services,2.3,Management Advisory Services
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES COMMERCIALIZED,AJ37,17,Research and Development,17.4,Commericalization
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING BASIC RESEARCH,AJ41,17,Research and Development,17.3,Technology Base
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AJ42,17,Research and Development,17.3,Technology Base
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING ADVANCED DEVELOPMENT,AJ43,17,Research and Development,17.1,Systems Development
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING ENGINEERING DEVELOPMENT,AJ44,17,Research and Development,17.1,Systems Development
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING OPERATIONAL SYSTEMS DEVELOPMENT,AJ45,17,Research and Development,17.2,Operational Systems Development
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING MANAGEMENT/SUPPORT,AJ46,2,Professional Services,2.3,Management Advisory Services
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING COMMERCIALIZED,AJ47,17,Research and Development,17.4,Commericalization
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES BASIC RESEARCH,AJ51,17,Research and Development,17.3,Technology Base
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AJ52,17,Research and Development,17.3,Technology Base
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES ADVANCED DEVELOPMENT,AJ53,17,Research and Development,17.1,Systems Development
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES ENGINEERING DEVELOPMENT,AJ54,17,Research and Development,17.1,Systems Development
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES OPERATIONAL SYSTEMS DEVELOPMENT,AJ55,17,Research and Development,17.2,Operational Systems Development
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES MANAGEMENT/SUPPORT,AJ56,2,Professional Services,2.3,Management Advisory Services
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES COMMERCIALIZED,AJ57,17,Research and Development,17.4,Commericalization
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES BASIC RESEARCH,AJ61,17,Research and Development,17.3,Technology Base
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AJ62,17,Research and Development,17.3,Technology Base
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES ADVANCED DEVELOPMENT,AJ63,17,Research and Development,17.1,Systems Development
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES ENGINEERING DEVELOPMENT,AJ64,17,Research and Development,17.1,Systems Development
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES OPERATIONAL SYSTEMS DEVELOPMENT,AJ65,17,Research and Development,17.2,Operational Systems Development
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES MANAGEMENT/SUPPORT,AJ66,2,Professional Services,2.3,Management Advisory Services
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES COMMERCIALIZED,AJ67,17,Research and Development,17.4,Commericalization
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES BASIC RESEARCH,AJ71,17,Research and Development,17.3,Technology Base
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AJ72,17,Research and Development,17.3,Technology Base
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES ADVANCED DEVELOPMENT,AJ73,17,Research and Development,17.1,Systems Development
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES ENGINEERING DEVELOPMENT,AJ74,17,Research and Development,17.1,Systems Development
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES OPERATIONAL SYSTEMS DEVELOPMENT,AJ75,17,Research and Development,17.2,Operational Systems Development
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES MANAGEMENT/SUPPORT,AJ76,2,Professional Services,2.3,Management Advisory Services
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES COMMERCIALIZED,AJ77,17,Research and Development,17.4,Commericalization
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER BASIC RESEARCH,AJ91,17,Research and Development,17.3,Technology Base
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AJ92,17,Research and Development,17.3,Technology Base
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER ADVANCED DEVELOPMENT,AJ93,17,Research and Development,17.1,Systems Development
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER ENGINEERING DEVELOPMENT,AJ94,17,Research and Development,17.1,Systems Development
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER OPERATIONAL SYSTEMS DEVELOPMENT,AJ95,17,Research and Development,17.2,Operational Systems Development
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER MANAGEMENT/SUPPORT,AJ96,2,Professional Services,2.3,Management Advisory Services
AJ,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER COMMERCIALIZED,AJ97,17,Research and Development,17.4,Commericalization
AK,R&D- HOUSING: HOUSING BASIC RESEARCH,AK11,17,Research and Development,17.3,Technology Base
AK,R&D- HOUSING: HOUSING APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AK12,17,Research and Development,17.3,Technology Base
AK,R&D- HOUSING: HOUSING ADVANCED DEVELOPMENT,AK13,17,Research and Development,17.1,Systems Development
AK,R&D- HOUSING: HOUSING ENGINEERING DEVELOPMENT,AK14,17,Research and Development,17.1,Systems Development
AK,R&D- HOUSING: HOUSING OPERATIONAL SYSTEMS DEVELOPMENT,AK15,17,Research and Development,17.2,Operational Systems Development
AK,R&D- HOUSING: HOUSING MANAGEMENT/SUPPORT,AK16,2,Professional Services,2.3,Management Advisory Services
AK,R&D- HOUSING: HOUSING COMMERCIALIZED,AK17,17,Research and Development,17.4,Commericalization
AL,R&D- INCOME SECURITY: EMPLOYMENT BASIC RESEARCH,AL11,17,Research and Development,17.3,Technology Base
AL,R&D- INCOME SECURITY: EMPLOYMENT APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AL12,17,Research and Development,17.3,Technology Base
AL,R&D- INCOME SECURITY: EMPLOYMENT ADVANCED DEVELOPMENT,AL13,17,Research and Development,17.1,Systems Development
AL,R&D- INCOME SECURITY: EMPLOYMENT ENGINEERING DEVELOPMENT,AL14,17,Research and Development,17.1,Systems Development
AL,R&D- INCOME SECURITY: EMPLOYMENT OPERATIONAL SYSTEMS DEVELOPMENT,AL15,17,Research and Development,17.2,Operational Systems Development
AL,R&D- INCOME SECURITY: EMPLOYMENT MANAGEMENT/SUPPORT,AL16,2,Professional Services,2.3,Management Advisory Services
AL,R&D- INCOME SECURITY: EMPLOYMENT COMMERCIALIZED,AL17,17,Research and Development,17.4,Commericalization
AL,R&D- INCOME SECURITY: INCOME MAINTENANCE BASIC RESEARCH,AL21,17,Research and Development,17.3,Technology Base
